source ip,destination ip,source port ,destination port,length,class
1.003728085,1.003728085,6.343412005,6.324763365,1.003728085,1
0.999999716,0.999999716,6.822870666,6.814659602,0.999999716,1
0.999999254,0.999999254,7.563050156,7.548247812,0.999999254,1
0.999999996,0.999999996,7.353831149,7.352772783,0.999999996,1
0.999999691,0.999999691,7.523466723,7.513994126,0.999999691,1
0.999999513,0.999999513,7.63044548,7.618371092,0.999999513,1
0.999999925,0.999999925,7.593247498,7.588525866,0.999999925,1
0.999999942,0.999999942,7.557745862,7.553634309,0.999999942,1
0.999999402,0.999999402,6.055587408,6.045074333,0.999999402,1
0.999962485,0.999962485,5.890380629,5.810021574,0.999962485,1
0.999982835,0.999982835,4.359541637,4.319921298,0.999982835,1
0.999986046,0.999986046,6.16993553,6.118339858,0.999986046,1
0.999999732,0.999999732,5.842692643,5.835907228,0.999999732,1
0.999997792,0.999997792,7.442083848,7.417060439,0.999997792,1
1.005575733,1.005575733,6.03215813,5.970597084,1.005575733,1
1.000821832,1.000821832,7.562227882,7.549892664,1.000821832,1
1.000754345,1.000754345,7.627648511,7.62236746,1.000754345,1
0.999999991,0.999999991,7.556471705,7.554827,0.999999991,1
0.999999948,0.999999948,7.592815319,7.588880435,0.999999948,1
0.999997126,0.999997126,4.993724535,4.974939384,0.999997126,1
0.999856899,0.999856899,5.497506616,5.352537121,0.999856899,1
0.999999335,0.999999335,7.563002555,7.549028965,0.999999335,1
0.999999898,0.999999898,7.482351278,7.476926125,0.999999898,1
0.999999614,0.999999614,7.443637627,7.433166677,0.999999614,1
0.999224427,0.999224427,5.420710269,5.094213996,0.999224427,1
0.999988731,0.999988731,5.673695542,5.631214858,0.999988731,1
0.999988731,0.999988731,5.673695542,5.631214858,0.999988731,1
0.999998419,0.999998419,7.440063473,7.418887256,0.999998419,1
7.536664749,7.180627504,7.740611912,6.994501794,1.341424562,1
2.968918564,3.159910956,3.345851989,3.045841641,1.882246305,1
7.786459851,6.96096291,7.932056,6.840930655,1.244708311,1
8.047026981,6.690028456,8.194764903,6.591125332,1.255576198,1
7.872469467,6.853268376,8.024654126,6.729739342,1.25951227,1
5.234636615,5.201289887,5.405652117,5.061844142,1.280870335,1
7.717876267,7.086259129,7.984064073,6.862410463,1.439858487,1
1.584962501,0.918295834,1.584962501,0.918295834,0.918295834,1
5.327191134,4.811038301,5.475651847,4.706353811,1.272288114,1
7.967001077,6.762306802,8.131104277,6.632879813,1.276345243,1
1.921928095,1.370950595,1.921928095,1.370950595,0.970950595,1
7.868726534,6.859934546,8.040133889,6.72700131,1.2849854,1
1.584962501,0.918295834,1.584962501,0.918295834,0.918295834,1
7.747057835,6.920261593,7.993290462,6.716938485,1.403084981,1
7.52484714,7.116181784,7.779115313,6.901550529,1.424584603,1
7.906420229,6.816989908,8.058230445,6.720139787,1.26363006,1
7.635463929,7.161172522,7.825260831,7.005062693,1.318615599,1
5.518184137,5.337467724,5.840914398,5.091744894,1.510840547,1
7.621953439,6.913209215,7.855862831,6.73488085,1.390472779,1
7.895792741,6.904360874,8.073633066,6.760689506,1.302318363,1
2.128085279,1.664497779,2.128085279,1.664497779,0.985228136,1
8.02654154,6.703154448,8.194868052,6.574546737,1.287089647,1
2.617492461,1.947338796,2.617492461,1.947338796,0.979868757,1
7.284667334,7.014042786,7.656634001,6.697738281,1.593206517,1
7.84817173,6.859555704,8.069480466,6.668074666,1.381076134,1
7.793302091,7.003099356,8.001094506,6.81278699,1.348830594,1
7.767427338,6.973878383,8.020958687,6.756187179,1.421139362,1
7.672731849,6.993631835,7.909389775,6.786528472,1.395371409,1
5.492158279,5.346144285,5.658333643,5.226744139,1.268591827,1
4.379380672,4.338928315,4.500233819,4.216587511,1.202537514,1
5.517754835,5.313820525,5.633498523,5.219944401,1.197457481,1
8.042914887,6.705186072,8.175221625,6.598644301,1.224825614,1
7.957635786,6.76471942,8.124239457,6.652628829,1.281876721,1
7.782696176,6.871465783,8.011488417,6.700532409,1.385687079,1
7.943469119,6.791675331,8.083101744,6.680623037,1.239474233,1
7.931668236,6.803531636,8.093874505,6.672917629,1.276950666,1
7.959550385,6.889719563,8.083104836,6.793839415,1.210546639,1
7.634921795,6.97894505,7.918310502,6.74068517,1.466319623,1
6.157850887,4.626312924,6.360992301,4.539901324,1.347749431,1
7.810681482,6.861589893,8.013568894,6.717437033,1.346567525,1
8.045480797,6.682519117,8.208831938,6.559704469,1.27850913,1
7.786802277,6.894904077,8.009542311,6.712005447,1.372554257,1
4.723472064,4.823628415,4.951513102,4.656552445,1.378776874,1
7.40557288,7.068633201,7.585493765,6.908896558,1.300498691,1
7.870017698,6.819532691,8.078015628,6.657685825,1.358482273,1
5.301537866,5.490787422,5.590114352,5.297780701,1.46780443,1
7.907640553,6.951104807,8.00735071,6.867328088,1.168637158,1
7.850146552,6.827292584,8.065507901,6.672937948,1.362544913,1
7.862743512,6.880141324,8.078487625,6.74966069,1.371967178,1
7.989388294,6.73262477,8.135455916,6.632686294,1.253289476,1
7.831407361,7.058862641,8.013845311,6.915486002,1.305102939,1
7.75761299,6.979628313,7.920917463,6.84412378,1.274477729,1
7.692874243,7.007207145,7.899461483,6.831956166,1.343928473,1
7.856388206,6.838617722,8.114672893,6.65567885,1.443233098,1
7.888870545,6.830600007,8.054221255,6.704836165,1.281319622,1
8.001916755,6.732891832,8.15121188,6.636021192,1.25878817,1
7.906993076,6.810010559,8.082023107,6.672102401,1.297137611,1
7.857331621,6.952645884,8.025505773,6.821074522,1.285948939,1
6.949330802,6.145284359,7.151014799,6.007153854,1.33652965,1
1.921928095,1.370950595,1.921928095,1.370950595,0.970950595,1
4.895864817,5.107447008,5.155112184,4.928483423,1.409062282,1
1.584962501,0.918295834,1.584962501,0.918295834,0.918295834,1
1.79248125,1.79248125,1.79248125,1.79248125,1,1
7.87680515,6.903302647,8.031325256,6.698385344,1.347347221,1
5.851471896,5.927957597,6.097932633,5.736650011,1.402994405,1
5.186212706,5.296160215,5.359834005,5.154391394,1.284208288,1
7.621105722,7.058787629,7.852373978,6.850192303,1.378985692,1
4.585966598,4.467877737,4.772680518,4.345544101,1.319149256,1
1.360964047,2.370950595,1.685475297,2.370950595,0.921928095,1
2.128085279,2.128085279,2.521640636,1.664497779,1.556656708,1
7.794342281,6.895786688,7.986176876,6.749256317,1.324967803,1
3.841846522,3.990096739,4.07952192,3.850219859,1.395668243,1
5.273931676,5.454698349,5.558150068,5.234879616,1.470008124,1
6.03628387,5.596636026,6.150944671,5.504070751,1.194412011,1
5.854413651,4.949063709,5.995344325,4.825902401,1.244133236,1
8.027405032,6.705514521,8.18000488,6.600913254,1.266267542,1
7.876977411,6.86081737,8.032679131,6.747973616,1.267231703,1
7.479476592,6.720170234,7.719844024,6.520843952,1.396274377,1
7.718351346,6.985845849,7.931209959,6.800973821,1.354930294,1
7.38657426,7.299874722,7.66050192,6.920533157,1.534280006,1
1.921928095,1.370950595,1.921928095,1.370950595,0.970950595,1
7.844370306,6.892768659,7.978009043,6.799897378,1.231480967,1
7.670790254,6.97893165,7.926473114,6.766487476,1.42615461,1
7.718400785,6.930605047,7.969461552,6.731120624,1.421290954,1
7.403082553,6.851351054,7.626179872,6.655614164,1.367112199,1
7.779682105,7.057672139,7.958805205,6.830871942,1.379275036,1
7.419358359,6.584126308,7.608397232,6.441532383,1.315297777,1
8.007087143,6.755056854,8.127549798,6.660683937,1.207534552,1
7.769716881,7.011651311,7.857574067,6.939623344,1.152965255,1
8.088462287,6.609972882,8.270304225,6.486791269,1.313653073,1
7.471177593,7.254550636,7.754075586,6.981823172,1.459889275,1
7.453516414,7.275027257,7.630357889,7.124689847,1.298110696,1
7.704731476,7.195213442,7.873903344,7.048465035,1.278507444,1
1.584962501,0.918295834,1.584962501,0.918295834,0.918295834,1
7.535604346,6.850722468,7.731071529,6.681785467,1.327840278,1
4.395555754,3.954867629,4.395555754,3.954867629,1.046642635,1
6.502488632,5.968377887,6.688775551,5.834701738,1.30924948,1
4.931989059,5.055554224,5.221771832,4.865692265,1.439245551,1
7.797915494,6.947785914,7.955599773,6.82743525,1.266063512,1
1.584962501,0.918295834,1.584962501,0.918295834,0.918295834,1
7.827803613,6.816437475,8.062959772,6.648008338,1.399151089,1
7.687652445,6.984915492,7.942435121,6.771975058,1.423409316,1
7.218969928,6.882717823,7.458815393,6.677086315,1.387564785,1
3.558866448,3.347222502,3.558866448,3.347222502,0.999198354,1
2.128085279,2.128085279,2.521640636,1.664497779,1.556656708,1
4.028223421,3.966673801,4.234228021,3.754167022,1.331899794,1
3.861342765,3.965776322,4.126104105,3.812596082,1.5174943,1
7.677252337,7.052836066,7.843240714,6.918265524,1.278758624,1
7.948992869,6.794591357,8.121141062,6.649330008,1.286197122,1
5.416291321,5.425233378,5.584840824,5.28209654,1.287303632,1
7.933842793,6.777180344,8.103205633,6.646733082,1.288948807,1
3.558866448,3.453445298,3.663458299,3.347222502,1.176679668,1
7.484515176,6.788396652,7.686948988,6.631755783,1.345785023,1
7.850331597,6.839063471,8.023589651,6.69218615,1.290295709,1
5.978163349,5.849017564,6.144368462,5.705571203,1.282948426,1
1.921928095,1.370950595,1.921928095,1.370950595,0.970950595,1
5.392824414,5.443784888,5.658009421,5.264346401,1.419221866,1
5.90360998,5.33873382,6.095646988,5.240263668,1.311486024,1
2.128085279,1.664497779,2.128085279,1.664497779,0.985228136,1
3.417422397,3.166287402,3.417422397,3.166287402,0.998747298,1
5.652639749,5.167510497,5.81957203,5.042929949,1.283091906,1
7.809022249,7.011002022,7.979646754,6.873213365,1.285974847,1
8.01443743,6.72492234,8.180282933,6.597926665,1.28250362,1
7.964845524,6.802300575,8.100990983,6.704569714,1.231651137,1
7.03341365,6.040757729,7.203735015,5.911100496,1.293465262,1
1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,1
7.519481168,7.142813481,7.766993138,6.936965249,1.404763315,1
7.49185778,7.234182736,7.729000861,6.951847986,1.428631646,1
7.6985231,7.072150914,7.832260524,6.95723367,1.227084842,1
7.050860826,6.838824235,7.206585728,6.719219004,1.263395672,1
7.744614161,6.960487457,7.936819304,6.81576085,1.325290745,1
7.152918857,7.601289332,7.412125061,7.338136427,1.410608978,1
7.625725583,7.031178292,7.879565082,6.805986001,1.424889472,1
1.584962501,0.918295834,1.584962501,0.918295834,0.918295834,1
5.725090451,4.938268533,5.825118223,4.866283523,1.175124853,1
7.376571118,7.206936079,7.698522829,6.900309521,1.52502264,1
7.884787695,6.842429698,8.059241833,6.709841349,1.294507917,1
2.641604168,1.879964949,2.641604168,1.879964949,1.351644115,1
1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,1
1.584962501,0.918295834,1.584962501,0.918295834,0.918295834,1
5.321137569,5.411529842,5.501674944,5.295154579,1.315542689,1
8.074353021,6.750852256,8.223012302,6.644258233,1.256496142,1
7.488791616,7.247806933,7.757483305,7.006177051,1.441987542,1
1.005917299,1.005917299,5.977488116,5.930050342,1.005917299,1
0.999996993,0.999996993,6.831549822,6.80484522,0.999996993,1
0.99999998,0.99999998,6.78064622,6.778491816,0.99999998,1
0.999999241,0.999999241,5.469947775,5.459309875,0.999999241,1
0.999999985,0.999999985,6.868004269,6.866070207,0.999999985,1
0.999999952,0.999999952,7.463235108,7.459535053,0.999999952,1
0.999999825,0.999999825,7.848421382,7.840975895,0.999999825,1
1.001194633,1.001194633,7.2565354,7.2565354,1.001194633,1
0.999999994,0.999999994,7.980431848,7.978981509,0.999999994,1
0.999999755,0.999999755,7.876267044,7.867410079,0.999999755,1
0.999998834,0.999998834,7.904347086,7.884981608,0.999998834,1
1.001344617,1.001344617,7.719416825,7.715382832,1.001344617,1
1.00056998,1.00056998,7.852773683,7.844220539,1.00056998,1
1.000587963,1.000587963,7.824639268,7.823463335,1.000587963,1
1.000665323,1.000665323,7.727987754,7.722664447,1.000665323,1
0.999999991,0.999999991,7.849040292,7.847329599,0.999999991,1
0.999999964,0.999999964,6.566526665,6.563722083,0.999999964,1
0.999999951,0.999999951,7.747308727,7.743416775,0.999999951,1
1,1,6.733038231,6.733038231,1,1
0.999999456,0.999999456,7.752097675,7.739128572,0.999999456,1
0.999999327,0.999999327,6.013242508,6.002171871,0.999999327,1
0.999999978,0.999999978,7.746222,7.743625939,0.999999978,1
0.99999964,0.99999964,7.900145254,7.889388031,0.99999964,1
1,1,5.962406252,5.962406252,1,1
0.999999559,0.999999559,7.750827139,7.739145782,0.999999559,1
0.999999411,0.999999411,7.723385947,7.70993809,0.999999411,1
0.999999723,0.999999723,7.876517669,7.867106834,0.999999723,1
0.999999993,0.999999993,7.634651147,7.633159664,0.999999993,1
0.999999995,0.999999995,7.775517435,7.774267228,0.999999995,1
0.999999843,0.999999843,6.534619446,6.528775478,0.999999843,1
0.999998616,0.999998616,7.882303741,7.861267064,0.999998616,1
1,1,7.258096239,7.258096239,1,1
0.999999981,0.999999981,7.579674894,7.577277185,0.999999981,1
0.999999559,0.999999559,7.750827139,7.739145782,0.999999559,1
0.999999383,0.999999383,7.631200065,7.617616378,0.999999383,1
1.000697227,1.000697227,7.693143798,7.681981649,1.000697227,1
1.000626391,1.000626391,7.778424529,7.767769706,1.000626391,1
1.000697578,1.000697578,7.689655802,7.685469997,1.000697578,1
0.999999898,0.999999898,7.775032955,7.76938809,0.999999898,1
0.999999469,0.999999469,8.028736387,8.015443718,0.999999469,1
0.99999828,0.99999828,7.859873827,7.836494354,0.99999828,1
0.99999917,0.99999917,7.940543838,7.924125132,0.99999917,1
0.999999831,0.999999831,7.802027788,7.794744165,0.999999831,1
0.999999818,0.999999818,7.775883583,7.768356242,0.999999818,1
0.999999287,0.999999287,7.724058278,7.709265635,0.999999287,1
0.999997394,0.999997394,7.63833183,7.610408515,0.999997394,1
1.416154086,1.477902377,2.329931143,2.246910169,3.055322741,0
1.760964047,1.760964047,2.646439345,2.646439345,3.621928095,0
2.064042639,2.406666317,3.324862958,3.093069208,3.378783494,0
1.916963609,2.306638528,3.536414237,2.929705102,3.532573258,0
1.311036767,1.373054206,1.511436649,1.484420243,2.659800275,0
1.028278264,1.025898808,1.110512747,1.115326853,2.135005809,0
1.271782222,1.543564443,1.543564443,1.271782222,2.75,0
1.960841874,1.836225125,2.121029042,2.178741471,2.855057671,0
1.83497637,1.692347087,2.361698863,2.207965282,3.046938554,0
1.570131532,1.464164901,2.147558939,2.727587771,2.82059981,0
2.49175621,2.781087394,3.832505724,3.401314642,4.306998212,0
2.942008744,3.082818685,4.002446756,3.933264636,4.335961515,0
2.807300348,2.864316383,3.823341974,3.885009591,3.939040951,0
2.951650814,3.306265404,4.030930567,3.507414723,3.965065676,0
2.351115652,2.227236656,2.475728451,2.601928527,2.891810337,0
1.925939421,1.853256148,2.171793828,2.237407134,2.741551784,0
2.433690544,2.618875088,3.40370353,2.95243242,2.773106978,0
2.136830625,1.954115769,2.163672933,2.362108229,2.785475546,0
2.356634944,2.176788018,2.52811427,2.680412321,3.069236462,0
2.276063391,2.205128568,2.35573213,2.423462602,2.867884918,0
1.765437702,1.737470867,2.803516619,3.009308655,3.253370968,0
2.323219672,2.460964047,2.921928095,2.78418372,1.678389825,0
2.356755436,2.356755436,2.805895648,2.805895648,3.344816174,0
2.745841129,2.655868345,2.812958752,2.902931536,1.643001552,0
1.84724449,1.7634893,1.965770674,2.134602696,1.763911157,0
2.216911268,2.216911268,2.565822392,2.565822392,2.738120532,0
2.470988996,2.766319902,3.248509344,2.804572854,3.928492521,0
2.350426368,2.445135326,3.010471839,2.90466867,3.660005274,0
2.715961448,2.935290338,3.004162526,2.765961448,3.156844122,0
2.72263797,2.820592605,3.044733244,3.044733244,3.741611521,0
2.816348386,3.352532815,4.443160773,3.803328928,3.914090192,0
3.117190459,3.172233078,3.960927367,3.938285045,4.033440333,0
2.544166286,2.633201086,3.656863379,3.505783857,3.595486058,0
2.651211562,2.769029976,3.619842647,3.395081682,3.183705575,0
2.610479541,2.533943222,3.036084231,3.159272744,2.606911997,0
2.359647263,2.555269045,2.929141726,2.738149333,1.738149333,0
2.346190301,2.531806465,2.674663607,2.489047444,2.017865053,0
2.141183952,2.034909801,2.291930747,2.526715371,1.860665688,0
1.939731803,1.883974899,1.985253822,2.029982884,2.89666326,0
1.807763576,1.703384899,1.703384899,1.807763576,2.492203107,0
2.521283909,2.723907226,3.020434596,2.901439019,3.601372551,0
2.260137634,2.625852559,3.448064816,2.873628705,3.179727317,0
1.521578622,1.57251548,1.907657683,1.861131104,3.176577826,0
2.369786131,2.369786131,3.236700051,3.236700051,1.283254753,0
2.092247346,2.022312041,2.925131707,3.035818124,2.968618182,0
2.5,2.771782222,3.14939747,3.02439747,1.543564443,0
2.779518565,2.936286231,3.014997303,3.014997303,1.723376792,0
2.802635418,2.926269363,3.688926441,3.730593107,1.658351423,0
1.082120334,1.129117206,1.321682184,1.30096494,2.424375086,0
1.323630783,1.290919088,1.511081462,1.558599019,2.462792761,0
2.066806583,2.349930291,3.606670422,2.248896174,2.399345166,0
1.184615899,1.358304501,2.771049375,2.15710339,0.856416008,0
1.463412104,1.797421718,2.92902698,1.957189526,1.650355208,0
2.424584812,2.592364075,3.203361441,3.13830323,3.712362447,0
2.46132014,2.702904337,3.197159723,3.308270835,1.875315618,0
2.019800155,1.977710319,2.443705056,2.488444366,2.670380583,0
2.362740279,2.362740279,2.836591668,2.836591668,1.251629167,0
2.616878732,2.678031709,3.517816091,3.363286924,2.810446901,0
1.54476957,1.520280339,1.707975721,1.723231546,2.35990688,0
1.879965265,1.879965265,2.454837163,2.454837163,2.576140474,0
2.131904587,2.131904587,2.903677461,2.903677461,1,0
1.74727302,1.838668672,1.838668672,1.853661466,2.825725094,0
2.207413193,2.718140926,3.370953901,3.272699881,1.568316493,0
2.306890596,2.739572262,3.132914564,2.866247897,2.225605199,0
2.725480557,3.078175865,3.308270835,3.308270835,1.986426729,0
2.330124965,2.330124965,2.866247897,2.866247897,2.440223929,0
2.815591084,2.864371572,3.583042553,3.650234931,1.868316638,0
2.314490856,2.314490856,2.488403899,2.488403899,2.152721738,0
2.43600717,2.402988332,2.840443078,2.88845352,3.271160412,0
2.020800095,2.020800095,2.674460869,2.674460869,2.625671328,0
1.741927798,1.70283885,2.477510392,2.516599339,3.165807789,0
1.144911818,1.129976541,1.20996861,1.232636512,2.227512337,0
1.947702779,1.79608856,1.79608856,1.947702779,1.392147224,0
2.388888406,2.532521034,3.613765302,3.437294714,2.081244233,0
2.139175906,2.139175906,2.808437303,2.808437303,1.393563293,0
2.816418151,2.797545963,3.671928095,3.687971934,2.206844122,0
1.767916879,1.679222997,2.552048097,2.840869918,2.82272219,0
2.390863697,2.484255145,3.076103171,2.931109092,3.005314857,0
2.597539687,2.854476268,3.566339328,3.411286622,2.179571558,0
1.884313528,2.16197818,2.777362795,2.777362795,2.16197818,0
2.213065632,2.396984233,2.471058307,2.471058307,2.725480557,0
1.861646614,1.833579773,2.493669235,2.858639501,2.896860236,0
2.460964047,2.460964047,2.921928095,2.921928095,2.670950595,0
1.838368515,2.311198667,3.027169118,2.949464303,1.582023941,0
1.807904575,1.711777849,2.222009914,2.341787631,2.886540893,0
2.225412897,2.550424108,2.745838939,2.515654656,2.416666667,0
1.617189573,1.971747257,1.971747257,1.617189573,1.494918848,0
1.574417427,1.574417427,2.403677461,2.403677461,1,0
1.851984405,1.779878502,2.427335936,2.704363459,2.71086329,0
2.403677461,2.403677461,2.403677461,2.403677461,1,0
1.588032552,1.712973698,2.724001303,2.599060156,1.766150649,0
2.049293206,2.049293206,2.74494538,2.74494538,1.421911507,0
2.457008152,2.457008152,3.017948567,3.017948567,1.333289179,0
1.947730922,1.947730922,1.947730922,1.947730922,1.44064545,0
2.186482384,2.356464857,2.855388542,2.740601563,3.266150649,0
1.277031957,1.256629569,1.289962902,1.310365291,2.353542638,0
1.191659968,1.18090631,1.466033585,1.500363971,2.64773923,0
2.049033372,2.504646413,3.444524224,3.018700599,2.309730554,0
2.499698143,2.87314068,2.968918564,3.026986833,2.507380102,0
1.682207687,1.66316031,1.765444938,1.78817964,2.648250182,0
1.247564159,1.24172213,2.343053773,2.438665189,3.137454894,0
2.108393477,2.305320651,3.186392934,3.186392934,2.023136956,0
2.617189573,2.275170355,2.617189573,2.708098664,2.855603777,0
1.365485195,1.357692926,1.535030092,1.543857645,1.654633915,0
1.879548095,1.988481059,2.67692519,2.643460474,3.356571795,0
2.352781632,2.690115318,3.281033801,3.120505924,3.301026843,0
1.309691097,1.309691097,1.709778149,1.709778149,3.141619525,0
1.060618137,1.054490394,1.131063696,1.143472046,2.625321616,0
1.428430308,1.519653373,2.534616476,2.777687622,3.376028672,0
1.667752778,1.667752778,2.154135417,2.154135417,2.516100244,0
2.162204697,2.688675077,3.107735253,3.017511993,2.133070097,0
1.131418331,1.145046459,1.21984076,1.242936846,2.543461209,0
1.641334445,1.65520917,1.966166581,1.957295874,3.504404005,0
1.608672098,1.524601181,2.499613521,2.551863053,3.345335474,0
1.938121269,2.021873086,3.254476323,3.180673277,3.964005247,0
2.141271524,2.445491382,3.607696078,3.214862679,3.72400793,0
1.667769947,1.564088508,2.534444637,3.022452255,3.049271586,0
1.772629614,1.78839698,3.221563678,3.13350309,4.013760432,0
1.614005463,1.784159128,3.022055209,2.522055209,2.188721876,0
1.816500383,1.791059039,2.553192223,2.690014658,3.134862406,0
1.899818986,2.09070803,2.985523387,2.904889186,3.032997018,0
2.186031909,2.238272784,3.013121241,3.049168812,3.612915632,0
1.73116217,1.655086516,2.279008872,2.546092327,2.84274913,0
1.646780976,1.805974739,3.111306146,2.965987108,3.79297159,0
1.201089595,1.191443621,1.989860916,2.024870417,2.925471113,0
1.135694794,1.135694794,1.47468609,1.47468609,2.388270143,0
1.877504476,2.073498136,2.695389472,2.635201022,3.324265074,0
1.581581369,2.170784131,4.260937754,3.030899319,3.988263104,0
1.834643109,1.957015363,3.220370312,2.820681295,3.470325343,0
2.245533954,2.219642357,3.5740083,3.73358226,4.572422671,0
1.617189573,1.789929075,1.971747257,1.617189573,1.867633891,0
2.620461113,2.705587402,3.964608382,3.926867859,3.747222932,0
2.400452787,2.970020638,3.935789557,3.524229707,3.670892008,0
1.955084952,1.709526332,2.817796812,3.587601312,3.86346519,0
1.845180854,1.746256603,2.167998247,2.32205796,2.516533895,0
1.83202778,1.772355506,2.71973014,2.781163525,3.761115761,0
2.167124282,2.167124282,2.810446901,2.810446901,1.22857638,0
1.251629167,1.251629167,1.696073612,1.696073612,2.86382639,0
1.477217002,1.477217002,2.375,2.375,1.677421284,0
1.748370833,1.83387493,3.161152864,2.776754427,2.742638662,0
1.945997744,1.945997744,2.910850295,2.910850295,3.012966527,0
1.987468751,1.987468751,2.584962501,2.584962501,1,0
1.717760252,1.717760252,2.584962501,2.584962501,1.493213364,0
1.093978449,1.093978449,1.093978449,1.093978449,2.110697225,0
1.083464855,1.0772198,1.169447325,1.182111025,2.344006036,0
1.713210965,1.664517803,1.941466835,1.990159996,2.516252423,0
2.125814584,2.150309745,2.799786188,2.785694615,2.941068586,0
1.976648092,1.976648092,2.810446901,2.810446901,1.22857638,0
1.295836389,1.295836389,2.403677461,2.403677461,1,0
1.271782222,1.271782222,1.271782222,1.271782222,2.77439747,0
1.340376679,1.384147628,1.582066823,1.520599472,3.087143805,0
1.865385062,1.865385062,2.319158576,2.319158576,3.370389551,0
2.164753685,2.229315113,2.799584874,2.680047497,3.663243001,0
2.404009757,2.732158891,2.732158891,2.404009757,2.299896391,0
1.878365447,1.832125046,2.256213856,2.302454257,3.260706423,0
1.933791496,1.969026813,2.271085241,2.254566918,3.229566982,0
1.578839559,1.526683328,1.707817032,1.76063647,2.444295548,0
2.222191576,2.222191576,2.404009757,2.404009757,1.971747257,0
2.016458118,2.016458118,2.662316943,2.662316943,2.23967826,0
1.904039401,1.876496662,2.005416823,2.059728962,2.465661974,0
1.901598175,2.112584466,2.651331246,2.395566395,2.846261858,0
1.916963609,1.916963609,2.850219859,2.850219859,1,0
2.382764662,2.520054799,3.624499612,3.502620408,2.410550528,0
2.20343864,2.369707377,3.10500018,2.938731444,0.999337504,0
2.268344314,2.048841822,2.172862636,2.376318945,2.950237633,0
1.934455378,2.077928138,3.403236075,3.057705047,3.188397433,0
1.264357231,1.232492494,1.232492494,1.264357231,3.319737338,0
1.655135798,1.535445054,1.932457457,2.079070208,3.122692693,0
2.190518934,2.13558937,3.528173965,3.603792595,3.846638719,0
2.262198735,2.262198735,3,3,1,0
1.609256878,1.635845326,2.490108909,2.484569912,3.620936065,0
1.848156978,1.928337657,2.927771382,2.712463169,3.489781074,0
2.219240705,2.395461844,3.239353872,2.939353872,2.946439345,0
2.401447378,2.491863871,3.25568111,3.186392934,2.701120784,0
1.627526315,1.596560577,2.061898046,2.117605893,2.685430268,0
1.594399188,1.576990861,2.291806989,2.418928252,2.437487035,0
1.713748494,1.500650059,2.237475823,2.705912271,3.139097156,0
1.64939747,1.64939747,2.375,2.375,1.405639062,0
1.815701956,1.701775771,2.634258325,2.850352073,3.50442398,0
1.339869414,1.270399985,2.050544634,2.760100065,3.738945821,0
1.401480261,1.35903832,1.408677082,1.454057012,2.420877489,0
1.977143182,1.871480506,2.852802637,2.875678016,2.21282035,0
1.748692603,1.748692603,2.225030743,2.225030743,2.764725517,0
1.582677186,1.494720939,1.620413535,1.713410149,2.465366449,0
1.751340182,1.664517861,2.165780805,2.33595217,3.278415542,0
1.612197223,1.612197223,2.584962501,2.584962501,1,0
2.117963175,2.117963175,3.196158711,3.196158711,1,0
1.717292901,1.695671974,1.989515171,2.002516466,2.899007594,0
2.387380865,2.387380865,2.775797828,2.775797828,1.983915671,0
2.171737689,2.100856847,2.518753531,2.669581872,2.588333837,0
1.993886686,1.993886686,2.850219859,2.850219859,1,0
1.729573959,1.729573959,2.29248125,2.29248125,1,0
1.835176722,1.752047072,2.198349272,2.279768492,2.652975326,0
1.381022521,1.369847994,1.451666558,1.470337107,2.312820465,0
2.117963175,2.117963175,2.403677461,2.403677461,1,0
1.763358429,2.019153461,2.372094638,2.372094638,2.130926081,0
2.034048347,2.034048347,2.469356219,2.469356219,3.121919406,0
